1500_finish_s,3000_finish_s,5000_finish_s
214.18,464.7,4176.0
214.18,464.7,1091.0
214.18,464.7,1108.0
214.18,464.7,1277.0
214.18,464.7,1424.0
214.18,464.7,1440.0
214.18,464.7,1508.0
214.18,464.7,1539.0
214.19,464.7,1559.0
214.19,464.71,1584.0
214.19,464.71,1598.0
214.19,464.72,1621.0
214.19,464.73,1622.0
214.19,464.73,1635.0
214.19,464.73,1668.0
214.19,464.73,1691.0
214.19,464.74,1699.0
214.19,464.75,1700.0
214.19,464.76,1730.0
214.19,464.77,1763.0
214.19,464.78,1806.0
214.19,464.78,1808.0
214.2,464.79,1808.0
214.2,464.79,1829.0
214.2,464.79,1829.0
214.2,464.79,1836.0
214.2,464.8,1854.0
214.2,464.8,1876.0
214.2,464.8,1878.0
214.2,464.8,1888.0
214.2,464.8,1907.0
214.2,464.8,1923.0
214.2,464.8,1925.0
214.2,464.8,1951.0
214.21,464.8,1951.0
214.21,464.81,1954.0
214.21,464.82,1955.0
214.21,464.82,1960.0
214.21,464.83,1961.0
214.21,464.83,1971.0
214.21,464.83,1971.0
214.21,464.83,1975.0
214.22,464.83,1979.0
214.22,464.85,1986.0
214.22,464.85,1993.0
214.22,464.85,2018.0
214.22,464.85,2042.0
214.22,464.86,2043.0
214.22,464.86,2056.0
214.22,464.87,2057.0
214.22,464.87,2065.0
214.22,464.87,2065.0
214.23,464.87,2076.0
214.23,464.88,2085.0
214.23,464.88,2099.0
214.23,464.88,2100.0
214.24,464.89,2106.0
214.24,464.89,2107.0
214.24,464.9,2111.0
214.24,464.9,2120.0
214.24,464.9,2121.0
214.24,464.9,2134.0
214.24,464.9,2134.0
214.24,464.9,2135.0
214.24,464.91,2136.0
214.24,464.91,2185.0
214.24,464.91,2212.0
214.24,464.92,2218.0
214.24,464.92,2220.0
214.25,464.92,2220.0
214.25,464.92,2223.0
214.25,464.92,2236.0
214.25,464.93,2267.0
214.25,464.93,2268.0
214.25,464.94,2299.0
214.25,464.94,2311.0
214.25,464.94,2320.0
214.25,464.96,2328.0
214.25,464.96,2338.0
214.26,464.96,2338.0
214.26,464.97,2345.0
214.26,464.97,2352.0
214.26,464.97,2367.0
214.26,464.97,2377.0
214.26,464.98,2379.0
214.26,464.98,2379.0
214.26,464.98,2383.0
214.26,464.99,2392.0
214.26,464.99,2394.0
214.26,464.99,2399.0
214.27,464.99,2415.0
214.27,465.0,2423.0
214.27,465.0,2449.0
214.27,465.0,2493.0
214.27,465.0,2570.0
214.27,465.0,2571.0
214.27,465.0,2615.0
214.27,465.0,2647.0
214.27,465.0,2686.0
214.27,465.01,2693.0
214.27,465.02,2705.0
214.28,465.02,2728.0
214.28,465.02,2731.0
214.28,465.03,2754.0
214.28,465.03,2905.0
214.28,465.03,2928.0
214.28,465.03,2972.0
214.28,465.03,2981.0
214.29,465.03,2989.0
214.29,465.04,3035.0
214.29,465.04,3124.0
214.29,465.04,3138.0
214.29,465.05,3138.0
214.29,465.05,3172.0
214.29,465.05,3238.0
214.29,465.06,3241.0
214.29,465.06,3324.0
214.29,465.06,3405.0
214.29,465.07,3694.0
214.3,465.07,3695.0
214.3,465.08,4601.0
214.3,465.08,1205.0
214.3,465.09,1328.0
214.3,465.09,1426.0
214.3,465.1,1457.0
214.3,465.1,1475.0
214.3,465.1,1531.0
214.3,465.1,1533.0
214.3,465.11,1552.0
214.3,465.11,1582.0
214.3,465.11,1610.0
214.3,465.11,1682.0
214.3,465.11,1687.0
214.3,465.12,1701.0
214.3,465.12,1707.0
214.3,465.12,1721.0
214.3,465.13,1728.0
214.31,465.13,1777.0
214.31,465.14,1780.0
214.31,465.15,1839.0
214.31,465.16,1842.0
214.31,465.16,1842.0
214.31,465.17,1845.0
214.31,465.17,1846.0
214.31,465.17,1860.0
214.31,465.19,1875.0
214.31,465.19,1875.0
214.32,465.2,1903.0
214.32,465.2,1934.0
214.32,465.2,1963.0
214.32,465.2,1981.0
214.32,465.2,1987.0
214.32,465.2,1990.0
214.32,465.2,1990.0
214.32,465.2,1998.0
214.32,465.21,2010.0
214.32,465.21,2019.0
214.32,465.22,2027.0
214.32,465.22,2045.0
214.32,465.22,2049.0
214.32,465.22,2056.0
214.32,465.22,2056.0
214.33,465.23,2084.0
214.33,465.23,2098.0
214.33,465.24,2113.0
214.33,465.24,2152.0
214.33,465.24,2181.0
214.33,465.24,2188.0
214.33,465.25,2203.0
214.33,465.25,2213.0
214.33,465.25,2219.0
214.33,465.26,2226.0
214.33,465.26,2282.0
214.33,465.27,2288.0
214.34,465.27,2295.0
214.34,465.28,2298.0
214.34,465.28,2631.0
214.34,465.28,2740.0
214.34,465.29,2769.0
214.34,465.29,2839.0
214.34,465.3,2839.0
214.34,465.3,2845.0
214.34,465.3,2849.0
214.34,465.3,2951.0
214.34,465.3,2951.0
214.34,465.3,3127.0
214.35,465.31,3268.0
214.35,465.31,3284.0
214.35,465.32,3584.0
214.35,465.32,3671.0
214.35,465.32,3728.0
214.35,465.33,3793.0
214.35,465.33,3920.0
214.35,465.33,3922.0
214.35,465.34,3924.0
214.35,465.34,1093.0
214.35,465.35,1099.0
214.35,465.35,1175.0
214.35,465.35,1195.0
214.35,465.35,1242.0
214.36,465.36,1246.0
214.36,465.36,1279.0
214.36,465.36,1330.0
214.36,465.36,1366.0
214.36,465.37,1392.0
214.36,465.37,1418.0
214.36,465.37,1451.0
214.36,465.38,1467.0
214.36,465.39,1485.0
214.36,465.39,1490.0
214.36,465.39,1505.0
214.36,465.4,1517.0
214.36,465.4,1522.0
214.37,465.4,1586.0
214.37,465.4,1615.0
214.37,465.4,1689.0
214.37,465.4,1691.0
214.37,465.4,1701.0
214.37,465.4,1719.0
214.37,465.4,1718.0
214.37,465.4,1792.0
214.37,465.4,1811.0
214.37,465.41,1811.0
214.37,465.41,1856.0
214.37,465.41,1880.0
214.37,465.41,1902.0
214.37,465.41,1909.0
214.37,465.42,1970.0
214.37,465.42,2009.0
214.38,465.43,2060.0
214.38,465.43,2069.0
214.38,465.44,2158.0
214.38,465.44,2209.0
214.38,465.44,2210.0
214.38,465.45,2267.0
214.38,465.45,2329.0
214.38,465.45,2331.0
214.38,465.45,2377.0
214.39,465.45,2484.0
214.39,465.46,2543.0
214.39,465.46,2731.0
214.39,465.46,3094.0
214.39,465.46,3679.0
214.39,465.47,4016.0
214.39,465.47,1317.0
214.39,465.47,1374.0
214.39,465.48,1384.0
214.39,465.49,1387.0
214.39,465.49,1479.0
214.39,465.5,1484.0
214.39,465.5,1510.0
214.4,465.5,1543.0
214.4,465.5,1549.0
214.4,465.5,1549.0
214.4,465.5,1568.0
214.4,465.5,1570.0
214.4,465.5,1581.0
214.4,465.5,1584.0
214.4,465.51,1595.0
214.4,465.51,1716.0
214.4,465.51,1903.0
214.4,465.52,1910.0
214.4,465.52,1976.0
214.4,465.52,2013.0
214.4,465.53,2027.0
214.4,465.53,2034.0
214.4,465.53,2038.0
214.4,465.53,2041.0
214.4,465.53,2046.0
214.41,465.55,2069.0
214.41,465.55,2071.0
214.41,465.55,2073.0
214.41,465.57,2115.0
214.41,465.57,2120.0
214.41,465.57,2121.0
214.41,465.58,2124.0
214.41,465.58,2181.0
214.41,465.58,2181.0
214.41,465.59,2235.0
214.41,465.59,2236.0
214.42,465.59,2272.0
214.42,465.59,2294.0
214.42,465.6,2382.0
214.42,465.6,2382.0
214.42,465.6,2383.0
214.42,465.6,2439.0
214.42,465.6,2442.0
214.43,465.6,2444.0
214.43,465.6,2466.0
214.43,465.61,2466.0
214.43,465.61,2484.0
214.43,465.61,2502.0
214.43,465.62,2546.0
214.43,465.63,2591.0
214.43,465.63,2667.0
214.43,465.63,2686.0
214.43,465.63,2716.0
214.43,465.64,2742.0
214.43,465.64,2742.0
214.43,465.64,2759.0
214.43,465.65,2761.0
214.43,465.65,2768.0
214.43,465.65,2768.0
214.44,465.66,2828.0
214.44,465.66,2846.0
214.44,465.67,2848.0
214.44,465.68,2849.0
214.44,465.68,2852.0
214.44,465.7,2896.0
214.44,465.7,2928.0
214.44,465.7,2968.0
214.44,465.7,3087.0
214.44,465.7,3105.0
214.44,465.7,3158.0
214.44,465.7,3302.0
214.44,465.71,3441.0
214.44,465.72,3443.0
214.45,465.73,3449.0
214.45,465.73,3450.0
214.45,465.74,3481.0
214.45,465.74,3482.0
214.45,465.75,3697.0
214.45,465.75,3697.0
214.45,465.75,4321.0
214.45,465.75,4481.0
214.45,465.76,4520.0
214.45,465.76,4522.0
214.45,465.76,3460.0
214.46,465.76,4082.0
214.46,465.76,4572.0
214.46,465.77,4692.0
214.46,465.77,4693.0
214.46,465.77,5167.0
214.46,465.77,5200.0
214.46,465.78,5900.0
214.46,465.78,5906.0
214.46,465.78,6218.0
214.46,465.78,6525.0
214.46,465.78,6613.0
214.46,465.79,6614.0
214.47,465.79,6652.0
214.47,465.8,6705.0
214.47,465.8,6737.0
214.47,465.8,6822.0
214.47,465.8,7434.0
214.47,465.8,7925.0
214.47,465.8,7592.0
214.47,465.8,8282.0
214.47,465.8,8296.0
214.47,465.81,8970.0
214.47,465.81,9427.0
214.47,465.81,9498.0
214.47,465.82,9592.0
214.47,465.82,10028.0
214.47,465.82,10036.0
214.48,465.82,10936.0
214.48,465.82,10941.0
214.48,465.83,10948.0
214.48,465.83,11589.0
214.48,465.84,11726.0
214.48,465.84,11814.0
214.48,465.85,11881.0
214.48,465.85,12016.0
214.48,465.85,12475.0
214.49,465.86,12623.0
214.49,465.86,12625.0
214.49,465.87,12630.0
214.49,465.87,13394.0
214.49,465.87,14162.0
214.49,465.88,14171.0
214.49,465.88,14171.0
214.49,465.88,14172.0
214.49,465.89,14309.0
214.49,465.89,14310.0
214.49,465.89,14311.0
214.49,465.89,14312.0
214.49,465.9,14568.0
214.5,465.9,17464.0
214.5,465.9,19585.0
214.5,465.9,23833.0
214.5,465.9,23835.0
214.5,465.9,1205.0
214.5,465.9,1208.0
214.5,465.9,1236.0
214.5,465.91,1335.0
214.5,465.91,1340.0
214.5,465.91,1406.0
214.5,465.91,1431.0
214.5,465.92,1449.0
214.5,465.92,1503.0
214.5,465.92,1508.0
214.5,465.92,1537.0
214.5,465.93,1585.0
214.5,465.93,1639.0
214.5,465.94,1643.0
214.5,465.94,1678.0
214.5,465.94,1709.0
214.5,465.94,1727.0
214.51,465.95,1735.0
214.51,465.95,1774.0
214.51,465.96,1787.0
214.51,465.96,1849.0
214.51,465.97,1852.0
214.51,465.97,1865.0
214.51,465.97,1869.0
214.51,465.97,1963.0
214.51,465.97,1968.0
214.51,465.97,1969.0
214.51,465.98,1969.0
214.52,465.98,2005.0
214.52,465.98,2010.0
214.52,465.98,2026.0
214.52,465.98,2033.0
214.52,465.99,2038.0
214.52,465.99,2039.0
214.52,466.0,2085.0
214.52,466.0,2085.0
214.52,466.0,2141.0
214.52,466.0,2147.0
214.52,466.0,2163.0
214.52,466.0,2171.0
214.52,466.0,2178.0
214.52,466.0,2200.0
214.52,466.01,2203.0
214.52,466.01,2239.0
214.52,466.01,2239.0
214.52,466.02,2243.0
214.52,466.02,2248.0
214.53,466.02,2257.0
214.53,466.03,2258.0
214.53,466.03,2284.0
214.53,466.03,2291.0
214.53,466.03,2323.0
214.53,466.04,2338.0
214.53,466.04,2351.0
214.53,466.04,2351.0
214.53,466.05,2368.0
214.53,466.05,2385.0
214.53,466.05,2414.0
214.53,466.05,2430.0
214.53,466.06,2446.0
214.53,466.06,2454.0
214.53,466.06,2476.0
214.53,466.06,2566.0
214.53,466.07,2595.0
214.54,466.07,2596.0
214.54,466.07,2644.0
214.54,466.07,2649.0
214.54,466.08,2679.0
214.54,466.08,2689.0
214.54,466.1,2706.0
214.54,466.1,2713.0
214.54,466.1,2714.0
214.54,466.1,2774.0
214.54,466.1,2777.0
214.54,466.1,2780.0
214.54,466.11,2811.0
214.54,466.12,2844.0
214.54,466.12,2958.0
214.55,466.13,3047.0
214.55,466.13,3102.0
214.55,466.14,3261.0
214.55,466.15,3261.0
214.55,466.15,3295.0
214.55,466.15,3296.0
214.55,466.15,1101.0
214.55,466.15,1168.0
214.55,466.16,1182.0
214.55,466.16,1199.0
214.55,466.17,1306.0
214.55,466.17,1318.0
214.55,466.17,1348.0
214.55,466.18,1374.0
214.55,466.18,1377.0
214.55,466.18,1429.0
214.55,466.18,1500.0
214.55,466.18,1517.0
214.55,466.18,1565.0
214.55,466.19,1577.0
214.55,466.2,1608.0
214.56,466.2,1611.0
214.56,466.2,1614.0
214.56,466.2,1628.0
214.56,466.2,1634.0
214.56,466.2,1638.0
214.56,466.2,1649.0
214.56,466.2,1661.0
214.56,466.2,1674.0
214.56,466.2,1692.0
214.56,466.21,1699.0
214.57,466.21,1753.0
214.57,466.21,1753.0
214.57,466.21,1758.0
214.57,466.22,1771.0
214.57,466.22,1776.0
214.57,466.22,1797.0
214.57,466.22,1808.0
214.57,466.22,1808.0
214.57,466.23,1827.0
214.57,466.23,1834.0
214.57,466.24,1843.0
214.57,466.24,1846.0
214.57,466.24,1846.0
214.58,466.24,1849.0
214.58,466.24,1855.0
214.58,466.24,1882.0
214.58,466.25,1889.0
214.58,466.26,1896.0
214.58,466.26,1900.0
214.58,466.26,1901.0
214.58,466.26,1908.0
214.58,466.27,1916.0
214.58,466.27,1925.0
214.58,466.27,1926.0
214.58,466.28,1930.0
214.58,466.28,1931.0
214.58,466.28,1932.0
214.59,466.28,1936.0
214.59,466.28,1936.0
214.59,466.28,1936.0
214.59,466.29,1946.0
214.59,466.29,1960.0
214.59,466.3,1980.0
214.59,466.3,1983.0
214.59,466.3,2000.0
214.59,466.3,2002.0
214.59,466.3,2012.0
214.59,466.3,2021.0
214.59,466.3,2021.0
214.59,466.31,2026.0
214.59,466.31,2027.0
214.59,466.32,2030.0
214.59,466.32,2042.0
214.59,466.32,2066.0
214.6,466.33,2110.0
214.6,466.33,2110.0
214.6,466.33,2113.0
214.6,466.33,2123.0
214.6,466.34,2128.0
214.6,466.34,2141.0
214.6,466.34,2142.0
214.6,466.34,2146.0
214.6,466.34,2162.0
214.6,466.34,2169.0
214.6,466.34,2174.0
214.6,466.35,2176.0
214.6,466.36,2179.0
214.6,466.36,2194.0
214.6,466.36,2203.0
214.6,466.37,2206.0
214.6,466.37,2231.0
214.6,466.37,2237.0
214.6,466.37,2241.0
214.6,466.37,2242.0
214.6,466.37,2246.0
214.6,466.38,2258.0
214.6,466.38,2260.0
214.61,466.38,2265.0
214.61,466.39,2274.0
214.61,466.39,2277.0
214.61,466.39,2283.0
214.61,466.39,2290.0
214.61,466.39,2308.0
214.61,466.4,2330.0
214.61,466.4,2334.0
214.61,466.4,2336.0
214.61,466.4,2338.0
214.61,466.4,2346.0
214.62,466.4,2346.0
214.62,466.41,2361.0
214.62,466.41,2368.0
214.62,466.42,2376.0
214.62,466.42,2388.0
214.62,466.42,2411.0
214.62,466.42,2415.0
214.63,466.42,2416.0
214.63,466.43,2418.0
214.63,466.45,2421.0
214.63,466.45,2424.0
214.63,466.46,2426.0
214.63,466.46,2432.0
214.63,466.47,2465.0
214.63,466.47,2473.0
214.63,466.47,2555.0
214.63,466.48,2633.0
214.63,466.48,2636.0
214.63,466.49,2639.0
214.63,466.49,2648.0
214.63,466.49,2648.0
214.63,466.49,2663.0
214.63,466.5,2669.0
214.64,466.5,2677.0
214.64,466.5,2687.0
214.64,466.5,2726.0
214.64,466.5,2727.0
214.64,466.51,2728.0
214.64,466.51,2759.0
214.64,466.51,2808.0
214.64,466.51,2810.0
214.64,466.52,2814.0
214.64,466.53,2815.0
214.64,466.53,2826.0
214.64,466.53,2864.0
214.65,466.54,2930.0
214.65,466.54,2932.0
214.65,466.54,2932.0
214.65,466.55,2938.0
214.65,466.55,2941.0
214.65,466.56,2942.0
214.65,466.56,2945.0
214.65,466.57,2946.0
214.65,466.57,2971.0
214.66,466.57,2996.0
214.66,466.57,3034.0
214.66,466.57,3037.0
214.66,466.58,3067.0
214.66,466.58,3069.0
214.66,466.59,3070.0
214.66,466.59,3081.0
214.66,466.59,3177.0
214.66,466.59,3180.0
214.66,466.59,3183.0
214.66,466.59,3249.0
214.67,466.6,3281.0
214.67,466.6,3282.0
214.67,466.6,3290.0
214.67,466.6,3290.0
214.67,466.6,3291.0
214.67,466.6,3295.0
214.67,466.6,3298.0
214.67,466.6,3313.0
214.67,466.6,3315.0
214.67,466.6,3340.0
214.67,466.6,3346.0
214.67,466.61,3350.0
214.67,466.61,3388.0
214.67,466.62,3391.0
214.67,466.62,3469.0
214.67,466.62,3481.0
214.67,466.62,3546.0
214.68,466.62,3550.0
214.68,466.63,3554.0
214.68,466.63,3567.0
214.68,466.63,3662.0
214.68,466.63,3665.0
214.68,466.64,3666.0
214.68,466.65,3784.0
214.68,466.65,4071.0
214.68,466.66,4079.0
214.68,466.66,4394.0
214.68,466.66,4396.0
214.68,466.66,4461.0
214.68,466.67,7801.0
214.69,466.67,8020.0
214.69,466.67,8631.0
214.69,466.67,9244.0
214.69,466.67,9309.0
214.69,466.68,9467.0
214.69,466.69,10293.0
214.69,466.69,10420.0
214.69,466.69,10475.0
214.69,466.69,11371.0
214.69,466.69,11421.0
214.69,466.69,11456.0
214.7,466.7,11560.0
214.7,466.7,11858.0
214.7,466.7,11918.0
214.7,466.7,12162.0
214.7,466.7,12873.0
214.7,466.7,13363.0
214.7,466.7,13376.0
214.7,466.71,16494.0
214.7,466.71,16494.0
214.7,466.71,16501.0
214.7,466.71,16501.0
214.7,466.72,16503.0
214.7,466.72,16937.0
214.7,466.72,15286.0
214.7,466.72,18559.0
214.7,466.72,24105.0
214.7,466.73,1020.0
214.7,466.73,1130.0
214.7,466.74,1163.0
214.7,466.74,1268.0
214.7,466.74,1303.0
214.7,466.75,1304.0
214.7,466.75,1326.0
214.7,466.76,1392.0
214.7,466.76,1417.0
214.71,466.76,1437.0
214.71,466.76,1441.0
214.71,466.77,1450.0
214.71,466.77,1473.0
214.71,466.77,1492.0
214.71,466.79,1493.0
214.71,466.79,1509.0
214.71,466.79,1528.0
214.71,466.79,1530.0
214.71,466.79,1530.0
214.72,466.8,1531.0
214.72,466.8,1586.0
214.72,466.8,1633.0
214.72,466.8,1637.0
214.72,466.8,1646.0
214.72,466.8,1654.0
214.72,466.8,1668.0
214.72,466.8,1671.0
214.72,466.8,1678.0
214.72,466.8,1685.0
214.72,466.81,1700.0
214.72,466.82,1705.0
214.72,466.82,1712.0
214.72,466.82,1760.0
214.73,466.82,1767.0
214.73,466.82,1771.0
214.73,466.83,1771.0
214.73,466.83,1787.0
214.73,466.83,1820.0
214.73,466.83,1822.0
214.73,466.84,1841.0
214.74,466.84,1842.0
214.74,466.84,1889.0
214.74,466.85,1898.0
214.74,466.85,1904.0
214.74,466.86,1911.0
214.74,466.86,1915.0
214.74,466.86,1917.0
214.74,466.86,1925.0
214.74,466.86,1928.0
214.74,466.86,1940.0
214.74,466.87,1940.0
214.74,466.87,1948.0
214.75,466.87,1964.0
214.75,466.87,1999.0
214.75,466.87,2042.0
214.75,466.88,2053.0
214.75,466.88,2058.0
214.75,466.88,2067.0
214.75,466.89,2095.0
214.75,466.89,2112.0
214.75,466.89,2128.0
214.75,466.9,2142.0
214.75,466.9,2145.0
214.75,466.9,2149.0
214.76,466.9,2156.0
214.76,466.9,2162.0
214.76,466.9,2166.0
214.76,466.91,2169.0
214.76,466.91,2179.0
214.76,466.91,2193.0
214.76,466.92,2202.0
214.76,466.92,2213.0
214.76,466.93,2214.0
214.76,466.93,2220.0
214.76,466.93,2237.0
214.76,466.93,2247.0
214.76,466.93,2266.0
214.76,466.94,2294.0
214.76,466.95,2295.0
214.76,466.95,2299.0
214.77,466.95,2301.0
214.77,466.95,2302.0
214.77,466.95,2304.0
214.77,466.95,2341.0
214.77,466.95,2371.0
214.77,466.96,2386.0
214.77,466.96,2392.0
214.77,466.96,2422.0
214.77,466.96,2422.0
214.77,466.96,2540.0
214.77,466.97,2610.0
214.77,466.98,2630.0
214.77,466.99,2653.0
214.77,466.99,2679.0
214.77,466.99,2792.0
214.77,466.99,2796.0
214.77,467.0,2797.0
214.77,467.0,2868.0
214.77,467.0,2873.0
214.78,467.0,2964.0
214.78,467.0,2997.0
214.78,467.0,2997.0
214.78,467.0,3005.0
214.78,467.0,3006.0
214.78,467.01,3020.0
214.78,467.01,3022.0
214.78,467.02,3023.0
214.78,467.02,3026.0
214.78,467.02,3039.0
214.79,467.02,3049.0
214.79,467.02,3113.0
214.79,467.02,3115.0
214.79,467.03,3178.0
214.79,467.03,3317.0
214.79,467.03,3318.0
214.79,467.03,3394.0
214.8,467.03,3395.0
214.8,467.04,3396.0
214.8,467.04,3398.0
214.8,467.04,3423.0
214.8,467.04,3424.0
214.8,467.05,3678.0
214.8,467.05,3684.0
214.8,467.05,4472.0
214.8,467.06,4472.0
214.8,467.06,4486.0
214.8,467.06,1193.0
214.8,467.07,1380.0
214.8,467.07,1390.0
214.8,467.08,1571.0
214.8,467.08,1705.0
214.8,467.08,1770.0
214.8,467.09,1777.0
214.8,467.09,1788.0
214.8,467.09,1798.0
214.8,467.09,1800.0
214.8,467.1,1802.0
214.8,467.1,1809.0
214.8,467.1,1823.0
214.8,467.1,1881.0
214.8,467.11,1961.0
214.8,467.11,2000.0
214.81,467.11,2018.0
214.81,467.12,2129.0
214.81,467.12,2225.0
214.81,467.12,2294.0
214.81,467.12,2331.0
214.81,467.13,2348.0
214.81,467.13,2350.0
214.81,467.13,2353.0
214.81,467.14,2428.0
214.81,467.14,2452.0
214.81,467.14,2477.0
214.81,467.15,2488.0
214.81,467.15,2508.0
214.82,467.16,2520.0
214.82,467.16,2535.0
214.82,467.16,2560.0
214.82,467.16,2577.0
214.82,467.16,2579.0
214.82,467.16,2582.0
214.82,467.16,2584.0
214.82,467.16,2680.0
214.82,467.16,2700.0
214.82,467.17,2725.0
214.82,467.17,2760.0
214.82,467.17,2775.0
214.82,467.17,2793.0
214.82,467.17,2870.0
214.82,467.18,2940.0
214.83,467.18,3024.0
214.83,467.18,3186.0
214.83,467.18,3191.0
214.83,467.19,3204.0
214.83,467.19,3205.0
214.83,467.2,3213.0
214.83,467.2,3213.0
214.83,467.2,3220.0
214.83,467.2,3232.0
214.83,467.2,3482.0
214.83,467.2,3529.0
214.84,467.2,3534.0
214.84,467.21,3683.0
214.84,467.21,3780.0
214.84,467.21,3900.0
214.84,467.22,3967.0
214.84,467.22,3979.0
214.84,467.22,3987.0
214.84,467.22,4225.0
214.84,467.22,4917.0
214.84,467.22,5876.0
214.84,467.23,6480.0
214.84,467.23,7002.0
214.84,467.23,92460.0
214.84,467.23,108240.0
214.85,467.24,122760.0
214.85,467.24,191223.0
214.85,467.24,193920.0
214.85,467.25,203640.0
214.85,467.26,219525.0
214.85,467.26,219525.0
214.85,467.26,3288.0
214.85,467.26,4384.0
214.85,467.26,4523.0
214.85,467.27,4558.0
214.85,467.27,4593.0
214.85,467.27,4752.0
214.85,467.28,6472.0
214.85,467.28,3595.0
214.85,467.28,1621.0
214.85,467.29,1650.0
214.86,467.29,1808.0
214.86,467.29,1818.0
214.86,467.29,1823.0
214.86,467.29,1844.0
214.86,467.3,1862.0
214.86,467.3,1963.0
214.86,467.3,1965.0
214.86,467.3,1973.0
214.86,467.3,1999.0
214.87,467.3,2127.0
214.87,467.31,2250.0
214.87,467.31,2324.0
214.87,467.31,2382.0
214.87,467.31,2469.0
214.87,467.32,2595.0
214.87,467.32,2760.0
214.87,467.33,2887.0
214.87,467.33,2940.0
214.87,467.33,2940.0
214.87,467.34,3139.0
214.88,467.34,3180.0
214.88,467.35,3278.0
214.88,467.35,3337.0
214.88,467.35,3366.0
214.88,467.35,3805.0
214.88,467.36,4716.0
214.88,467.36,5400.0
214.88,467.36,87000.0
214.88,467.36,100260.0
214.88,467.36,167280.0
214.88,467.36,179430.0
214.88,467.36,1036.0
214.88,467.37,1054.0
214.88,467.37,1060.0
214.89,467.37,1060.0
214.89,467.38,1066.0
214.89,467.38,1067.0
214.89,467.39,1076.0
214.89,467.39,1087.0
214.89,467.39,1092.0
214.89,467.4,1100.0
214.89,467.4,1105.0
214.89,467.4,1110.0
214.89,467.4,1111.0
214.89,467.4,1116.0
214.89,467.4,1118.0
214.89,467.4,1121.0
214.89,467.4,1127.0
214.89,467.41,1134.0
214.89,467.42,1141.0
214.89,467.42,1144.0
214.89,467.42,1150.0
214.9,467.42,1165.0
214.9,467.43,1166.0
214.9,467.43,1173.0
214.9,467.43,1175.0
214.9,467.43,1175.0
214.9,467.43,1175.0
214.9,467.44,1176.0
214.9,467.46,1177.0
214.9,467.46,1182.0
214.9,467.46,1182.0
214.9,467.46,1190.0
214.91,467.47,1191.0
214.91,467.47,1191.0
214.91,467.47,1195.0
214.91,467.47,1196.0
214.91,467.47,1199.0
214.91,467.48,1200.0
214.91,467.48,1201.0
214.91,467.48,1212.0
214.91,467.49,1216.0
214.91,467.49,1218.0
214.91,467.49,1224.0
214.91,467.49,1226.0
214.92,467.49,1231.0
214.92,467.49,1232.0
214.92,467.5,1237.0
214.92,467.5,1244.0
214.92,467.5,1247.0
214.92,467.5,1248.0
214.92,467.5,1253.0
214.92,467.5,1261.0
214.92,467.51,1261.0
214.92,467.51,1265.0
214.93,467.51,1275.0
214.93,467.52,1279.0
214.93,467.52,1280.0
214.93,467.52,1281.0
214.93,467.52,1286.0
214.93,467.52,1288.0
214.93,467.53,1288.0
214.93,467.53,1290.0
214.93,467.53,1296.0
214.93,467.53,1300.0
214.94,467.54,1301.0
214.94,467.54,1308.0
214.94,467.54,1312.0
214.94,467.55,1320.0
214.94,467.55,1320.0
214.94,467.56,1327.0
214.94,467.56,1331.0
214.94,467.57,1333.0
214.95,467.58,1340.0
214.95,467.58,1342.0
214.95,467.58,1342.0
214.95,467.58,1343.0
214.95,467.59,1344.0
214.95,467.6,1345.0
214.95,467.6,1347.0
214.95,467.6,1347.0
214.95,467.6,1348.0
214.95,467.6,1350.0
214.95,467.6,1351.0
214.95,467.6,1354.0
214.95,467.61,1354.0
214.95,467.61,1370.0
214.95,467.61,1371.0
214.95,467.61,1373.0
214.96,467.62,1373.0
214.96,467.62,1378.0
214.96,467.63,1378.0
214.96,467.63,1379.0
214.96,467.63,1380.0
214.96,467.64,1381.0
214.96,467.64,1382.0
214.96,467.65,1385.0
214.96,467.65,1388.0
214.96,467.65,1389.0
214.96,467.65,1390.0
214.96,467.65,1390.0
214.96,467.65,1391.0
214.96,467.66,1392.0
214.96,467.66,1393.0
214.96,467.66,1393.0
214.97,467.66,1394.0
214.97,467.67,1394.0
214.97,467.67,1396.0
214.97,467.68,1398.0
214.97,467.68,1400.0
214.97,467.68,1404.0
214.97,467.68,1408.0
214.97,467.68,1408.0
214.97,467.68,1409.0
214.97,467.68,1409.0
214.97,467.69,1410.0
214.97,467.69,1410.0
214.97,467.69,1411.0
214.98,467.69,1415.0
214.98,467.69,1418.0
214.98,467.7,1418.0
214.98,467.7,1419.0
214.98,467.7,1419.0
214.98,467.7,1420.0
214.98,467.7,1422.0
214.98,467.7,1423.0
214.98,467.7,1428.0
214.98,467.7,1429.0
214.99,467.71,1430.0
214.99,467.71,1431.0
214.99,467.71,1432.0
214.99,467.71,1435.0
214.99,467.71,1436.0
214.99,467.72,1436.0
214.99,467.72,1438.0
214.99,467.73,1438.0
214.99,467.73,1438.0
214.99,467.73,1439.0
215.0,467.73,1442.0
215.0,467.73,1443.0
215.0,467.74,1444.0
215.0,467.76,1445.0
215.0,467.76,1446.0
215.0,467.77,1449.0
215.0,467.77,1453.0
215.0,467.77,1458.0
215.0,467.77,1458.0
215.0,467.78,1462.0
215.0,467.78,1463.0
215.0,467.78,1466.0
215.0,467.78,1470.0
215.0,467.78,1471.0
215.0,467.79,1472.0
215.0,467.79,1474.0
