Athlete,Event,Meet,Year,Competition,ResultTime,Rank,ReactionTime,Lane,Temperature,Humidity,Wind,Records,1000_split,2000_split,3000_split,4000_split
Emil DANIELSSON,Men's 5000 Metres Heats Heat 2,2023 World Athletics Championships Budapest,2023,World Championships,13:54.4,18,,,31,39,,,02:48.3,05:42.8,08:31.4,11:09.7
Robin HENDRIX,Men's 5000 Metres Heats Heat 2,2023 World Athletics Championships Budapest,2023,World Championships,13:55.8,19,,,31,39,,,02:48.3,05:42.8,08:31.4,11:09.7
Samuel FREIRE,Men's 5000 Metres Heats Heat 2,2023 World Athletics Championships Budapest,2023,World Championships,14:07.4,20,,,31,39,,PB,02:48.3,05:42.8,08:31.4,11:09.7
Ferenc Soma KOVÃCS,Men's 5000 Metres Heats Heat 2,2023 World Athletics Championships Budapest,2023,World Championships,14:12.0,21,,,31,39,,SB,02:48.3,05:42.8,08:31.4,11:09.7
Mohamed HREZI,Men's 5000 Metres Heats Heat 2,2023 World Athletics Championships Budapest,2023,World Championships,14:14.7,22,,,31,39,,SB,02:48.3,05:42.8,08:31.4,11:09.7
Faith KIPYEGON,Women's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,14:53.9,1,,,30,52,,,02:55.3,06:04.3,09:16.5,12:13.8
Sifan HASSAN,Women's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,14:54.1,2,,,30,52,,,02:55.3,06:04.3,09:16.5,12:13.8
Beatrice CHEBET,Women's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,14:54.3,3,,,30,52,,,02:55.3,06:04.3,09:16.5,12:13.8
Margaret Chelimo KIPKEMBOI,Women's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,14:56.6,4,,,30,52,,,02:55.3,06:04.3,09:16.5,12:13.8
Ejgayehu TAYE,Women's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,14:56.9,5,,,30,52,,,02:55.3,06:04.3,09:16.5,12:13.8
Medina EISA,Women's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,14:58.2,6,,,30,52,,,02:55.3,06:04.3,09:16.5,12:13.8
Freweyni HAILU,Women's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,14:58.3,7,,,30,52,,,02:55.3,06:04.3,09:16.5,12:13.8
Nozomi TANAKA,Women's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,14:59.0,8,,,30,52,,,02:55.3,06:04.3,09:16.5,12:13.8
Elise CRANNY,Women's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,14:59.2,9,,,30,52,,,02:55.3,06:04.3,09:16.5,12:13.8
Laura GALVÃN,Women's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,14:59.3,10,,,30,52,,,02:55.3,06:04.3,09:16.5,12:13.8
Lilian Kasait RENGERUK,Women's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,14:59.3,10,,,30,52,,,02:55.3,06:04.3,09:16.5,12:13.8
Maureen KOSTER,Women's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,15:00.8,12,,,30,52,,,02:55.3,06:04.3,09:16.5,12:13.8
Gudaf TSEGAY,Women's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,15:01.1,13,,,30,52,,,02:55.3,06:04.3,09:16.5,12:13.8
Alicia MONSON,Women's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,15:04.1,14,,,30,52,,,02:55.3,06:04.3,09:16.5,12:13.8
Francine NIYOMUKUNZI,Women's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,15:15.0,15,,,30,52,,,02:55.3,06:04.3,09:16.5,12:13.8
Nadia BATTOCLETTI,Women's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,15:27.9,16,,,30,52,,,02:55.3,06:04.3,09:16.5,12:13.8
Jakob INGEBRIGTSEN,Men's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,13:11.3,1,,,31,44,,SB,02:46.6,05:29.3,08:13.1,10:49.7
Mohamed KATIR,Men's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,13:11.4,2,,,31,44,,,02:46.6,05:29.3,08:13.1,10:49.7
Jacob KROP,Men's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,13:12.3,3,,,31,44,,,02:46.6,05:29.3,08:13.1,10:49.7
Luis GRIJALVA,Men's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,13:12.5,4,,,31,44,,,02:46.6,05:29.3,08:13.1,10:49.7
Yomif KEJELCHA,Men's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,13:12.5,5,,,31,44,,,02:46.6,05:29.3,08:13.1,10:49.7
Hagos GEBRHIWET,Men's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,13:12.6,6,,,31,44,,,02:46.6,05:29.3,08:13.1,10:49.7
Mohammed AHMED,Men's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,13:12.9,7,,,31,44,,,02:46.6,05:29.3,08:13.1,10:49.7
Berihu AREGAWI,Men's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,13:13.0,8,,,31,44,,,02:46.6,05:29.3,08:13.1,10:49.7
Jimmy GRESSIER,Men's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,13:17.2,9,,,31,44,,,02:46.6,05:29.3,08:13.1,10:49.7
Ishmael Rokitto KIPKURUI,Men's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,13:21.2,10,,,31,44,,,02:46.6,05:29.3,08:13.1,10:49.7
Mohamed ISMAIL,Men's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,13:23.9,11,,,31,44,,,02:46.6,05:29.3,08:13.1,10:49.7
Abdihamid NUR,Men's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,13:23.9,12,,,31,44,,,02:46.6,05:29.3,08:13.1,10:49.7
Stewart MCSWEYN,Men's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,13:26.6,13,,,31,44,,,02:46.6,05:29.3,08:13.1,10:49.7
Narve Gilje NORDÃ…S,Men's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,13:28.7,14,,,31,44,,,02:46.6,05:29.3,08:13.1,10:49.7
Paul CHELIMO,Men's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,13:30.9,15,,,31,44,,,02:46.6,05:29.3,08:13.1,10:49.7
Ouassim OUMAIZ,Men's 5000 Metres Final,2023 World Athletics Championships Budapest,2023,World Championships,13:32.0,16,,,31,44,,,02:46.6,05:29.3,08:13.1,10:49.7
Beatrice CHEBET,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,14:45.6,1,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Nadia BATTOCLETTI,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,14:46.4,2,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Shelby HOULIHAN,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,14:46.5,3,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Maureen KOSTER,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,14:46.6,4,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Nozomi TANAKA,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,14:47.1,5,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Fantaye BELAYNEH,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,14:47.5,6,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Hannah NUTTALL,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,14:48.1,7,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Joy CHEPTOYEK,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,14:51.2,8,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Birke HAYLOM,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,14:53.5,9,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Elise CRANNY,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,15:00.2,10,,,,,,SB,02:57.3,05:59.9,08:57.2,11:53.8
Elise VANDERELST,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,15:00.5,11,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Gabriela DEBUES-STAFFORD,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,15:04.3,12,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Wuga HE,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,15:06.0,13,,,,,,PB,02:57.3,05:59.9,08:57.2,11:53.8
Margaret AKIDOR,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,15:10.9,14,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Idaira PRIETO,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,15:11.2,15,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Melissa COURTNEY-BRYANT,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,15:27.7,16,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Georgia GRIFFITH,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,15:33.2,17,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Yuma YAMAMOTO,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,15:36.3,18,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Elena BURKARD,Women's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,15:37.3,19,,,,,,,02:57.3,05:59.9,08:57.2,11:53.8
Gudaf TSEGAY,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,14:56.5,1,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Faith KIPYEGON,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,14:56.7,2,,,,,,SB,02:55.3,05:53.4,08:57.4,12:06.2
Rose DAVIES,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,14:56.8,3,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Marta GARCÃA,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,14:57.0,4,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Medina EISA,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,14:57.0,5,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Josette ANDREWS,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,14:57.6,6,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Linden HALL,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,14:57.8,7,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Agnes Jebet NGETICH,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,14:57.9,8,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Samiyah HASSAN NOUR,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,15:01.0,9,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Sarah LAHTI,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,15:05.1,10,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Lea MEYER,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,15:05.9,11,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Federica DEL BUONO,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,15:08.5,12,,,,,,SB,02:55.3,05:53.4,08:57.4,12:06.2
Ririka HIRONAKA,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,15:10.7,13,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Regan YEE,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,15:12.3,14,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Diane VAN ES,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,15:12.6,15,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Micol MAJORI,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,15:14.7,16,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Jana VAN LENT,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,15:14.9,17,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Innes FITZGERALD,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,15:15.8,18,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Anisleidis OCHOA,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,15:31.4,19,,,,,,NR,02:55.3,05:53.4,08:57.4,12:06.2
Mariana MACHADO,Women's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,15:39.6,20,,,,,,,02:55.3,05:53.4,08:57.4,12:06.2
Isaac KIMELI,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:13.1,1,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Mathew Kipchumba KIPSANG,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:13.3,2,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Cole HOCKER,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:13.4,3,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Nico YOUNG,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:13.5,4,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Ky ROBINSON,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:13.6,5,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Hagos GEBRHIWET,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:13.7,6,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Mike FOPPEN,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:14.0,7,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Etienne DAGUINOS,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:14.9,8,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Andreas ALMGREN,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:16.4,9,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Santiago CATROFE,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:17.3,10,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Dominic Lokinyomo LOBALU,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:19.6,11,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Narve Gilje NORDÃ…S,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:25.0,12,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Keneth KIPROP,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:25.2,13,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Jacob KROP,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:28.7,14,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Nagiya MORI,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:29.4,15,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Florian BREMM,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:31.1,16,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Brian FAY,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:31.1,17,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Seth O'DONNELL,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,13:34.5,18,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Zhusup SULAIMAN UULU,Men's 5000 Metres Heats Heat 1,2025 World Athletics Championships Tokyo,2025,World Championships,14:47.4,19,,,,,,,02:43.1,05:28.9,08:14.5,10:47.2
Biniam MEHARY,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:41.5,1,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
Jimmy GRESSIER,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:41.6,2,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
Birhanu BALEW,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:41.8,3,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
George MILLS,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:41.8,4,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
Valentin SOCA,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:41.8,5,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
Grant FISHER,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:41.8,6,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
Yann SCHRUB,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:42.0,7,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
Jakob INGEBRIGTSEN,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:42.1,8,,,,,,SB,02:48.5,05:44.8,08:42.6,11:16.8
Gulveer SINGH,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:42.3,9,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
Darragh MCELHINNEY,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:42.6,10,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
Mohamed ABDILAAHI,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:44.7,11,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
Cornelius KEMBOI,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:45.8,12,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
John HEYMANS,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:47.4,13,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
Thierry NDIKUMWENAYO,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:47.7,14,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
Saymon AMANUEL,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:49.4,15,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
Jack RAYNER,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:49.5,16,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
Eduardo HERRERA,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:51.3,17,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
Harbert KIBET,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:52.4,18,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
Andrew COSCORAN,Men's 5000 Metres Heats Heat 2,2025 World Athletics Championships Tokyo,2025,World Championships,13:57.0,19,,,,,,,02:48.5,05:44.8,08:42.6,11:16.8
Beatrice CHEBET,Women's 5000 Metres Final,2025 World Athletics Championships Tokyo,2025,World Championships,14:54.4,1,,,26,79,,,03:17.1,06:19.9,09:18.7,12:15.5
Faith KIPYEGON,Women's 5000 Metres Final,2025 World Athletics Championships Tokyo,2025,World Championships,14:55.1,2,,,26,79,,SB,03:17.1,06:19.9,09:18.7,12:15.5
Nadia BATTOCLETTI,Women's 5000 Metres Final,2025 World Athletics Championships Tokyo,2025,World Championships,14:55.4,3,,,26,79,,,03:17.1,06:19.9,09:18.7,12:15.5
Shelby HOULIHAN,Women's 5000 Metres Final,2025 World Athletics Championships Tokyo,2025,World Championships,14:57.4,4,,,26,79,,,03:17.1,06:19.9,09:18.7,12:15.5
Gudaf TSEGAY,Women's 5000 Metres Final,2025 World Athletics Championships Tokyo,2025,World Championships,14:57.8,5,,,26,79,,,03:17.1,06:19.9,09:18.7,12:15.5
Josette ANDREWS,Women's 5000 Metres Final,2025 World Athletics Championships Tokyo,2025,World Championships,15:00.2,6,,,26,79,,,03:17.1,06:19.9,09:18.7,12:15.5
Marta GARCÃA,Women's 5000 Metres Final,2025 World Athletics Championships Tokyo,2025,World Championships,15:01.0,7,,,26,79,,,03:17.1,06:19.9,09:18.7,12:15.5
Hannah NUTTALL,Women's 5000 Metres Final,2025 World Athletics Championships Tokyo,2025,World Championships,15:01.3,8,,,26,79,,,03:17.1,06:19.9,09:18.7,12:15.5
Fantaye BELAYNEH,Women's 5000 Metres Final,2025 World Athletics Championships Tokyo,2025,World Championships,15:02.1,9,,,26,79,,,03:17.1,06:19.9,09:18.7,12:15.5
Rose DAVIES,Women's 5000 Metres Final,2025 World Athletics Championships Tokyo,2025,World Championships,15:03.6,10,,,26,79,,,03:17.1,06:19.9,09:18.7,12:15.5
